12/25/2023 16:36:31 26.69C, 26.63C, 26.88C, 26.81C, 26.75C, 26.88C
12/25/2023 16:48:13 35.94C, 34.13C, 38.19C, 35.94C, 33.25C, 34.06C
12/25/2023 16:48:16 35.94C, 34.13C, 38.19C, 35.94C, 33.31C, 34.06C
12/25/2023 16:48:18 35.94C, 34.13C, 38.19C, 35.94C, 33.31C, 34.06C
12/25/2023 16:48:20 36.00C, 34.13C, 38.25C, 35.94C, 33.31C, 34.06C
12/25/2023 16:48:23 36.00C, 34.19C, 38.25C, 35.94C, 33.31C, 34.13C
12/25/2023 16:48:25 36.00C, 34.19C, 38.25C, 36.00C, 33.31C, 34.13C
12/25/2023 16:48:28 36.06C, 34.19C, 38.25C, 36.00C, 33.31C, 34.13C
12/25/2023 16:48:30 36.06C, 34.19C, 38.25C, 36.00C, 33.38C, 34.19C
12/25/2023 16:48:33 36.06C, 34.19C, 38.25C, 36.00C, 33.38C, 34.19C
12/25/2023 16:48:35 36.06C, 34.19C, 38.31C, 36.06C, 33.38C, 34.25C
12/25/2023 16:48:37 36.06C, 34.19C, 38.31C, 36.06C, 33.44C, 34.25C
12/25/2023 16:48:40 36.06C, 34.19C, 38.31C, 36.13C, 33.50C, 34.25C
12/25/2023 16:48:42 36.06C, 34.19C, 38.31C, 36.13C, 33.44C, 34.25C
12/25/2023 16:48:45 36.06C, 34.19C, 38.31C, 36.13C, 33.44C, 34.25C
12/25/2023 16:48:47 36.06C, 34.19C, 38.38C, 36.13C, 33.50C, 34.31C
12/25/2023 16:48:49 36.06C, 34.19C, 38.31C, 36.13C, 33.56C, 34.31C
12/25/2023 16:48:52 36.06C, 34.19C, 38.38C, 36.13C, 33.56C, 34.31C
12/25/2023 16:48:54 36.06C, 34.13C, 38.38C, 36.13C, 33.56C, 34.31C
12/25/2023 16:48:57 36.06C, 34.19C, 38.38C, 36.19C, 33.56C, 34.38C
12/25/2023 16:48:59 36.06C, 34.19C, 38.38C, 36.19C, 33.63C, 34.38C
12/25/2023 16:49:02 36.06C, 34.19C, 38.38C, 36.13C, 33.63C, 34.38C
12/25/2023 16:49:04 36.06C, 34.19C, 38.38C, 36.13C, 33.69C, 34.38C
12/25/2023 16:49:06 36.06C, 34.19C, 38.38C, 36.19C, 33.69C, 34.44C
12/25/2023 16:49:09 36.06C, 34.25C, 38.44C, 36.19C, 33.75C, 34.44C
12/25/2023 16:49:11 36.06C, 34.25C, 38.44C, 36.19C, 33.75C, 34.44C
12/25/2023 16:49:14 36.06C, 34.25C, 38.44C, 36.19C, 33.75C, 34.50C
12/25/2023 16:49:16 36.06C, 34.25C, 38.44C, 36.19C, 33.75C, 34.50C
12/25/2023 16:49:19 36.06C, 34.31C, 38.44C, 36.19C, 33.81C, 34.50C
12/25/2023 16:49:21 36.06C, 34.31C, 38.44C, 36.19C, 33.81C, 34.56C
12/25/2023 16:49:23 36.13C, 34.31C, 38.44C, 36.19C, 33.81C, 34.56C
12/25/2023 16:49:26 36.13C, 34.31C, 38.44C, 36.25C, 33.81C, 34.50C
12/25/2023 16:49:28 36.13C, 34.31C, 38.44C, 36.25C, 33.81C, 34.50C
12/25/2023 16:49:31 36.13C, 34.31C, 38.44C, 36.25C, 33.88C, 34.56C
12/25/2023 16:49:33 36.13C, 34.31C, 38.50C, 36.31C, 33.88C, 34.56C
12/25/2023 16:49:35 36.13C, 34.38C, 38.44C, 36.25C, 33.88C, 34.56C
12/25/2023 16:49:38 36.13C, 34.38C, 38.44C, 36.25C, 33.88C, 34.56C
12/25/2023 16:49:40 36.06C, 34.38C, 38.44C, 36.25C, 33.88C, 34.56C
12/25/2023 16:49:43 36.06C, 34.44C, 38.44C, 36.25C, 33.88C, 34.56C
12/25/2023 16:49:45 36.13C, 34.44C, 38.44C, 36.25C, 33.88C, 34.63C
12/25/2023 16:49:48 36.13C, 34.44C, 38.44C, 36.31C, 33.88C, 34.63C
12/25/2023 16:49:50 36.13C, 34.44C, 38.44C, 36.25C, 33.88C, 34.63C
12/25/2023 16:49:52 36.13C, 34.50C, 38.44C, 36.31C, 33.88C, 34.63C
12/25/2023 16:49:55 36.13C, 34.50C, 38.44C, 36.38C, 33.88C, 34.63C
12/25/2023 16:49:57 36.13C, 34.50C, 38.44C, 36.38C, 33.94C, 34.69C
12/25/2023 16:50:00 36.13C, 34.50C, 38.44C, 36.38C, 33.94C, 34.69C
12/25/2023 16:50:02 36.13C, 34.50C, 38.44C, 36.44C, 33.94C, 34.69C
12/25/2023 16:50:05 36.13C, 34.50C, 38.44C, 36.44C, 33.94C, 34.69C
12/25/2023 16:50:07 36.13C, 34.56C, 38.44C, 36.44C, 33.94C, 34.75C
12/25/2023 16:50:09 36.13C, 34.56C, 38.44C, 36.44C, 33.94C, 34.69C
12/25/2023 16:50:12 36.19C, 34.56C, 38.50C, 36.44C, 33.94C, 34.75C
12/25/2023 16:50:14 36.19C, 34.56C, 38.50C, 36.50C, 33.94C, 34.75C
12/25/2023 16:50:17 36.19C, 34.56C, 38.50C, 36.44C, 33.94C, 34.69C
