01/11/2024 01:58:38 23.75C, 22.50C, 24.00C, 23.44C, 23.50C, 23.38C
01/11/2024 02:10:20 32.50C, 32.44C, 32.88C, 33.69C, 33.50C, 29.63C
01/11/2024 02:10:23 32.50C, 32.38C, 32.88C, 33.75C, 33.50C, 29.56C
01/11/2024 02:10:25 32.56C, 32.44C, 32.88C, 33.69C, 33.50C, 29.56C
01/11/2024 02:10:27 32.56C, 32.44C, 32.94C, 33.75C, 33.50C, 29.56C
01/11/2024 02:10:30 32.56C, 32.44C, 32.94C, 33.75C, 33.50C, 29.56C
01/11/2024 02:10:32 32.56C, 32.44C, 32.94C, 33.75C, 33.56C, 29.63C
01/11/2024 02:10:35 32.56C, 32.44C, 32.94C, 33.75C, 33.50C, 29.63C
01/11/2024 02:10:37 32.56C, 32.44C, 32.94C, 33.75C, 33.50C, 29.63C
01/11/2024 02:10:39 32.56C, 32.44C, 33.00C, 33.75C, 33.56C, 29.63C
01/11/2024 02:10:42 32.56C, 32.44C, 33.00C, 33.75C, 33.56C, 29.63C
01/11/2024 02:10:44 32.56C, 32.50C, 33.00C, 33.75C, 33.56C, 29.63C
01/11/2024 02:10:47 32.56C, 32.44C, 33.00C, 33.75C, 33.56C, 29.63C
01/11/2024 02:10:49 32.56C, 32.50C, 33.00C, 33.75C, 33.56C, 29.63C
01/11/2024 02:10:52 32.56C, 32.44C, 33.00C, 33.75C, 33.56C, 29.63C
01/11/2024 02:10:54 32.56C, 32.44C, 33.00C, 33.75C, 33.56C, 29.63C
01/11/2024 02:10:56 32.56C, 32.44C, 33.00C, 33.75C, 33.56C, 29.63C
01/11/2024 02:10:59 32.56C, 32.50C, 33.00C, 33.75C, 33.63C, 29.63C
01/11/2024 02:11:01 32.56C, 32.44C, 33.00C, 33.75C, 33.56C, 29.63C
01/11/2024 02:11:04 32.56C, 32.44C, 33.00C, 33.75C, 33.56C, 29.63C
01/11/2024 02:11:06 32.50C, 32.44C, 33.00C, 33.75C, 33.56C, 29.63C
01/11/2024 02:11:09 32.50C, 32.44C, 33.00C, 33.81C, 33.56C, 29.63C
01/11/2024 02:11:11 32.50C, 32.44C, 33.00C, 33.81C, 33.56C, 29.63C
01/11/2024 02:11:13 32.56C, 32.44C, 33.00C, 33.75C, 33.63C, 29.63C
01/11/2024 02:11:16 32.56C, 32.44C, 33.00C, 33.75C, 33.63C, 29.63C
01/11/2024 02:11:18 32.56C, 32.44C, 33.00C, 33.81C, 33.63C, 29.63C
01/11/2024 02:11:21 32.56C, 32.44C, 33.00C, 33.81C, 33.56C, 29.63C
01/11/2024 02:11:23 32.56C, 32.44C, 33.00C, 33.81C, 33.56C, 29.63C
01/11/2024 02:11:25 32.56C, 32.44C, 33.00C, 33.81C, 33.56C, 29.69C
01/11/2024 02:11:28 32.56C, 32.50C, 33.00C, 33.81C, 33.56C, 29.63C
01/11/2024 02:11:30 32.56C, 32.50C, 33.06C, 33.81C, 33.63C, 29.63C
01/11/2024 02:11:33 32.56C, 32.50C, 33.06C, 33.81C, 33.56C, 29.63C
01/11/2024 02:11:35 32.56C, 32.50C, 33.06C, 33.81C, 33.63C, 29.69C
01/11/2024 02:11:38 32.56C, 32.50C, 33.06C, 33.81C, 33.63C, 29.63C
01/11/2024 02:11:40 32.56C, 32.56C, 33.06C, 33.81C, 33.63C, 29.69C
01/11/2024 02:11:42 32.56C, 32.56C, 33.06C, 33.81C, 33.63C, 29.69C
01/11/2024 02:11:45 32.56C, 32.56C, 33.06C, 33.81C, 33.63C, 29.69C
01/11/2024 02:11:47 32.56C, 32.56C, 33.06C, 33.81C, 33.63C, 29.69C
01/11/2024 02:11:50 32.63C, 32.56C, 33.06C, 33.81C, 33.63C, 29.69C
01/11/2024 02:11:52 32.56C, 32.56C, 33.06C, 33.81C, 33.63C, 29.69C
01/11/2024 02:11:54 32.63C, 32.56C, 33.06C, 33.81C, 33.63C, 29.69C
01/11/2024 02:11:57 32.63C, 32.63C, 33.13C, 33.81C, 33.63C, 29.69C
01/11/2024 02:11:59 32.63C, 32.56C, 33.13C, 33.81C, 33.63C, 29.75C
01/11/2024 02:12:02 32.56C, 32.56C, 33.13C, 33.81C, 33.63C, 29.75C
01/11/2024 02:12:04 32.63C, 32.63C, 33.13C, 33.81C, 33.56C, 29.75C
01/11/2024 02:12:07 32.63C, 32.63C, 33.13C, 33.81C, 33.63C, 29.75C
01/11/2024 02:12:09 32.63C, 32.63C, 33.06C, 33.81C, 33.56C, 29.75C
01/11/2024 02:12:11 32.63C, 32.63C, 33.13C, 33.81C, 33.63C, 29.75C
01/11/2024 02:12:14 32.63C, 32.63C, 33.13C, 33.81C, 33.56C, 29.75C
01/11/2024 02:12:16 32.56C, 32.63C, 33.13C, 33.81C, 33.56C, 29.75C
01/11/2024 02:12:19 32.63C, 32.63C, 33.13C, 33.81C, 33.56C, 29.75C
01/11/2024 02:12:21 32.56C, 32.63C, 33.13C, 33.81C, 33.56C, 29.81C
01/11/2024 02:12:24 32.56C, 32.63C, 33.13C, 33.81C, 33.56C, 29.81C
01/11/2024 02:12:26 32.56C, 32.63C, 33.13C, 33.81C, 33.56C, 29.81C
01/11/2024 02:12:28 32.56C, 32.63C, 33.13C, 33.81C, 33.56C, 29.81C
01/11/2024 02:12:31 32.56C, 32.63C, 33.13C, 33.81C, 33.56C, 29.81C
01/11/2024 02:12:33 32.56C, 32.63C, 33.13C, 33.81C, 33.50C, 29.81C
01/11/2024 02:12:36 32.56C, 32.56C, 33.13C, 33.81C, 33.56C, 29.81C
01/11/2024 02:12:38 32.63C, 32.56C, 33.13C, 33.81C, 33.50C, 29.81C
01/11/2024 02:12:40 32.63C, 32.63C, 33.13C, 33.81C, 33.50C, 29.81C
01/11/2024 02:12:43 32.56C, 32.63C, 33.13C, 33.81C, 33.50C, 29.81C
01/11/2024 02:12:45 32.63C, 32.56C, 33.13C, 33.81C, 33.50C, 29.81C
01/11/2024 02:12:48 32.56C, 32.63C, 33.13C, 33.81C, 33.50C, 29.81C
01/11/2024 02:12:50 32.56C, 32.63C, 33.13C, 33.88C, 33.50C, 29.81C
01/11/2024 02:12:53 32.63C, 32.63C, 33.13C, 33.88C, 33.50C, 29.81C
01/11/2024 02:12:55 32.63C, 32.63C, 33.13C, 33.88C, 33.44C, 29.81C
01/11/2024 02:12:57 32.63C, 32.56C, 33.13C, 33.88C, 33.50C, 29.81C
01/11/2024 02:13:00 32.56C, 32.56C, 33.13C, 33.88C, 33.44C, 29.88C
01/11/2024 02:13:02 32.56C, 32.56C, 33.19C, 33.88C, 33.50C, 29.88C
01/11/2024 02:13:05 32.56C, 32.63C, 33.19C, 33.88C, 33.50C, 29.81C
01/11/2024 02:13:07 32.56C, 32.56C, 33.19C, 33.88C, 33.50C, 29.88C
01/11/2024 02:13:09 32.50C, 32.56C, 33.19C, 33.88C, 33.50C, 29.88C
01/11/2024 02:13:12 32.50C, 32.56C, 33.19C, 33.94C, 33.50C, 29.88C
01/11/2024 02:13:14 32.50C, 32.56C, 33.19C, 33.94C, 33.50C, 29.88C
01/11/2024 02:13:17 32.50C, 32.56C, 33.19C, 33.94C, 33.50C, 29.88C
01/11/2024 02:13:19 32.50C, 32.50C, 33.19C, 33.94C, 33.50C, 29.88C
01/11/2024 02:13:22 32.56C, 32.56C, 33.19C, 34.00C, 33.50C, 29.88C
01/11/2024 02:13:24 32.56C, 32.50C, 33.19C, 34.00C, 33.56C, 29.88C
01/11/2024 02:13:26 32.56C, 32.50C, 33.19C, 34.00C, 33.56C, 29.88C
01/11/2024 02:13:29 32.56C, 32.50C, 33.19C, 34.00C, 33.56C, 29.88C
01/11/2024 02:13:31 32.56C, 32.50C, 33.19C, 34.00C, 33.56C, 29.88C
01/11/2024 02:13:34 32.56C, 32.50C, 33.19C, 34.06C, 33.56C, 29.88C
01/11/2024 02:13:36 32.56C, 32.50C, 33.19C, 34.06C, 33.56C, 29.81C
01/11/2024 02:13:39 32.56C, 32.50C, 33.19C, 34.06C, 33.56C, 29.88C
01/11/2024 02:13:41 32.56C, 32.50C, 33.25C, 34.06C, 33.56C, 29.81C
01/11/2024 02:13:43 32.56C, 32.50C, 33.19C, 34.06C, 33.56C, 29.88C
01/11/2024 02:13:46 32.56C, 32.44C, 33.19C, 34.06C, 33.63C, 29.81C
01/11/2024 02:13:48 32.56C, 32.44C, 33.19C, 34.13C, 33.56C, 29.88C
01/11/2024 02:13:51 32.56C, 32.50C, 33.25C, 34.13C, 33.56C, 29.81C
01/11/2024 02:13:53 32.56C, 32.44C, 33.19C, 34.06C, 33.56C, 29.81C
01/11/2024 02:13:55 32.56C, 32.44C, 33.19C, 34.13C, 33.56C, 29.81C
01/11/2024 02:13:58 32.56C, 32.50C, 33.19C, 34.13C, 33.56C, 29.88C
01/11/2024 02:14:00 32.56C, 32.50C, 33.19C, 34.13C, 33.56C, 29.88C
01/11/2024 02:14:03 32.56C, 32.44C, 33.19C, 34.06C, 33.56C, 29.88C
01/11/2024 02:14:05 32.56C, 32.44C, 33.19C, 34.06C, 33.56C, 29.88C
01/11/2024 02:14:08 32.56C, 32.44C, 33.19C, 34.13C, 33.56C, 29.88C
01/11/2024 02:14:10 32.56C, 32.44C, 33.19C, 34.13C, 33.63C, 29.88C
01/11/2024 02:14:12 32.56C, 32.44C, 33.19C, 34.13C, 33.63C, 29.88C
01/11/2024 02:14:15 32.56C, 32.44C, 33.19C, 34.13C, 33.63C, 29.88C
01/11/2024 02:14:17 32.56C, 32.44C, 33.19C, 34.13C, 33.63C, 29.88C
01/11/2024 02:14:20 32.56C, 32.50C, 33.19C, 34.13C, 33.63C, 29.88C
01/11/2024 02:14:22 32.50C, 32.44C, 33.19C, 34.13C, 33.63C, 29.88C
01/11/2024 02:14:24 32.50C, 32.50C, 33.19C, 34.13C, 33.63C, 29.88C
01/11/2024 02:14:27 32.50C, 32.50C, 33.19C, 34.13C, 33.69C, 29.88C
01/11/2024 02:14:29 32.50C, 32.50C, 33.19C, 34.13C, 33.69C, 29.88C
01/11/2024 02:14:32 32.50C, 32.50C, 33.19C, 34.13C, 33.69C, 29.88C
01/11/2024 02:14:34 32.50C, 32.50C, 33.19C, 34.13C, 33.69C, 29.88C
01/11/2024 02:14:37 32.50C, 32.56C, 33.19C, 34.13C, 33.69C, 29.88C
01/11/2024 02:14:39 32.50C, 32.56C, 33.19C, 34.13C, 33.69C, 29.88C
01/11/2024 02:14:41 32.50C, 32.56C, 33.19C, 34.19C, 33.69C, 29.88C
01/11/2024 02:14:44 32.50C, 32.56C, 33.19C, 34.13C, 33.69C, 29.88C
01/11/2024 02:14:46 32.56C, 32.56C, 33.19C, 34.13C, 33.69C, 29.88C
01/11/2024 02:14:49 32.50C, 32.56C, 33.19C, 34.13C, 33.69C, 29.81C
01/11/2024 02:14:51 32.50C, 32.56C, 33.19C, 34.13C, 33.69C, 29.88C
01/11/2024 02:14:54 32.56C, 32.63C, 33.19C, 34.13C, 33.75C, 29.81C
01/11/2024 02:14:56 32.50C, 32.63C, 33.19C, 34.13C, 33.69C, 29.81C
01/11/2024 02:14:58 32.50C, 32.63C, 33.19C, 34.13C, 33.75C, 29.81C
01/11/2024 02:15:01 32.50C, 32.63C, 33.19C, 34.13C, 33.75C, 29.81C
01/11/2024 02:15:03 32.50C, 32.69C, 33.19C, 34.13C, 33.69C, 29.81C
01/11/2024 02:15:06 32.50C, 32.69C, 33.19C, 34.13C, 33.69C, 29.81C
01/11/2024 02:15:08 32.50C, 32.69C, 33.19C, 34.13C, 33.69C, 29.81C
01/11/2024 02:15:10 32.50C, 32.69C, 33.25C, 34.06C, 33.69C, 29.81C
01/11/2024 02:15:13 32.50C, 32.69C, 33.19C, 34.06C, 33.69C, 29.81C
01/11/2024 02:15:15 32.50C, 32.69C, 33.25C, 34.06C, 33.69C, 29.81C
01/11/2024 02:15:18 32.50C, 32.69C, 33.25C, 34.06C, 33.75C, 29.88C
01/11/2024 02:15:20 32.50C, 32.69C, 33.25C, 34.13C, 33.75C, 29.88C
01/11/2024 02:15:23 32.50C, 32.75C, 33.19C, 34.13C, 33.69C, 29.81C
01/11/2024 02:15:25 32.50C, 32.69C, 33.19C, 34.13C, 33.75C, 29.81C
01/11/2024 02:15:27 32.56C, 32.75C, 33.25C, 34.13C, 33.75C, 29.88C
01/11/2024 02:15:30 32.50C, 32.75C, 33.19C, 34.06C, 33.75C, 29.88C
01/11/2024 02:15:32 32.56C, 32.69C, 33.19C, 34.06C, 33.75C, 29.88C
01/11/2024 02:15:35 32.56C, 32.69C, 33.19C, 34.06C, 33.69C, 29.88C
01/11/2024 02:15:37 32.56C, 32.69C, 33.19C, 34.13C, 33.69C, 29.88C
01/11/2024 02:15:40 32.56C, 32.69C, 33.25C, 34.06C, 33.69C, 29.88C
01/11/2024 02:15:42 32.56C, 32.69C, 33.25C, 34.13C, 33.69C, 29.88C
01/11/2024 02:15:44 32.56C, 32.69C, 33.25C, 34.13C, 33.69C, 29.88C
01/11/2024 02:15:47 32.63C, 32.69C, 33.25C, 34.06C, 33.69C, 29.88C
01/11/2024 02:15:49 32.63C, 32.69C, 33.25C, 34.06C, 33.69C, 29.88C
01/11/2024 02:15:52 32.63C, 32.69C, 33.25C, 34.06C, 33.69C, 29.88C
01/11/2024 02:15:54 32.63C, 32.69C, 33.25C, 34.06C, 33.69C, 29.88C
01/11/2024 02:15:56 32.63C, 32.69C, 33.25C, 34.06C, 33.69C, 29.88C
01/11/2024 02:15:59 32.63C, 32.69C, 33.25C, 34.06C, 33.69C, 29.88C
01/11/2024 02:16:01 32.63C, 32.69C, 33.25C, 34.06C, 33.69C, 29.88C
01/11/2024 02:16:04 32.63C, 32.69C, 33.25C, 34.06C, 33.69C, 29.88C
01/11/2024 02:16:06 32.63C, 32.69C, 33.31C, 34.13C, 33.69C, 29.88C
01/11/2024 02:16:09 32.69C, 32.69C, 33.31C, 34.13C, 33.69C, 29.88C
01/11/2024 02:16:11 32.69C, 32.69C, 33.31C, 34.19C, 33.69C, 29.88C
01/11/2024 02:16:13 32.69C, 32.69C, 33.25C, 34.19C, 33.69C, 29.94C
01/11/2024 02:16:16 32.69C, 32.69C, 33.31C, 34.19C, 33.69C, 29.88C
01/11/2024 02:16:18 32.69C, 32.69C, 33.31C, 34.19C, 33.69C, 29.94C
01/11/2024 02:16:21 32.69C, 32.69C, 33.31C, 34.19C, 33.63C, 29.94C
01/11/2024 02:16:23 32.75C, 32.69C, 33.31C, 34.19C, 33.63C, 29.94C
01/11/2024 02:16:25 32.69C, 32.69C, 33.25C, 34.19C, 33.69C, 29.94C
01/11/2024 02:16:28 32.75C, 32.69C, 33.31C, 34.19C, 33.69C, 29.94C
01/11/2024 02:16:30 32.75C, 32.69C, 33.31C, 34.19C, 33.69C, 29.94C
01/11/2024 02:16:33 32.75C, 32.69C, 33.31C, 34.19C, 33.69C, 29.88C
01/11/2024 02:16:35 32.75C, 32.69C, 33.31C, 34.25C, 33.69C, 29.94C
01/11/2024 02:16:38 32.69C, 32.69C, 33.31C, 34.19C, 33.69C, 29.94C
01/11/2024 02:16:40 32.75C, 32.69C, 33.31C, 34.19C, 33.69C, 29.94C
01/11/2024 02:16:42 32.75C, 32.69C, 33.31C, 34.19C, 33.69C, 29.88C
01/11/2024 02:16:45 32.75C, 32.69C, 33.31C, 34.19C, 33.69C, 29.94C
01/11/2024 02:16:47 32.75C, 32.69C, 33.31C, 34.19C, 33.69C, 29.88C
01/11/2024 02:16:50 32.75C, 32.69C, 33.31C, 34.19C, 33.69C, 29.88C
01/11/2024 02:16:52 32.75C, 32.69C, 33.31C, 34.19C, 33.69C, 29.88C
01/11/2024 02:16:55 32.75C, 32.69C, 33.38C, 34.19C, 33.69C, 29.88C
01/11/2024 02:16:57 32.75C, 32.69C, 33.31C, 34.19C, 33.75C, 29.88C
01/11/2024 02:16:59 32.75C, 32.69C, 33.31C, 34.25C, 33.75C, 29.81C
01/11/2024 02:17:02 32.75C, 32.75C, 33.31C, 34.19C, 33.75C, 29.81C
01/11/2024 02:17:04 32.75C, 32.69C, 33.38C, 34.19C, 33.75C, 29.81C
01/11/2024 02:17:07 32.75C, 32.75C, 33.31C, 34.19C, 33.75C, 29.81C
01/11/2024 02:17:09 32.75C, 32.75C, 33.31C, 34.25C, 33.75C, 29.81C
01/11/2024 02:17:11 32.75C, 32.69C, 33.31C, 34.25C, 33.75C, 29.81C
01/11/2024 02:17:14 32.69C, 32.69C, 33.38C, 34.19C, 33.75C, 29.81C
01/11/2024 02:17:16 32.75C, 32.69C, 33.31C, 34.19C, 33.75C, 29.81C
01/11/2024 02:17:19 32.69C, 32.75C, 33.38C, 34.13C, 33.75C, 29.81C
01/11/2024 02:17:21 32.75C, 32.75C, 33.38C, 34.19C, 33.75C, 29.81C
01/11/2024 02:17:24 32.69C, 32.75C, 33.31C, 34.19C, 33.75C, 29.75C
01/11/2024 02:17:26 32.69C, 32.75C, 33.38C, 34.19C, 33.81C, 29.81C
01/11/2024 02:17:28 32.69C, 32.75C, 33.38C, 34.19C, 33.81C, 29.81C
01/11/2024 02:17:31 32.69C, 32.75C, 33.38C, 34.19C, 33.81C, 29.81C
01/11/2024 02:17:33 32.63C, 32.75C, 33.38C, 34.19C, 33.88C, 29.81C
01/11/2024 02:17:36 32.69C, 32.75C, 33.38C, 34.19C, 33.88C, 29.81C
01/11/2024 02:17:38 32.69C, 32.75C, 33.38C, 34.19C, 33.88C, 29.81C
01/11/2024 02:17:40 32.69C, 32.75C, 33.38C, 34.25C, 33.88C, 29.81C
01/11/2024 02:17:43 32.69C, 32.69C, 33.31C, 34.25C, 33.88C, 29.81C
01/11/2024 02:17:45 32.69C, 32.75C, 33.31C, 34.25C, 33.88C, 29.81C
01/11/2024 02:17:48 32.69C, 32.75C, 33.38C, 34.25C, 33.88C, 29.81C
01/11/2024 02:17:50 32.69C, 32.69C, 33.38C, 34.25C, 33.88C, 29.81C
01/11/2024 02:17:53 32.69C, 32.75C, 33.38C, 34.25C, 33.88C, 29.81C
01/11/2024 02:17:55 32.69C, 32.69C, 33.38C, 34.25C, 33.88C, 29.81C
01/11/2024 02:17:57 32.69C, 32.69C, 33.38C, 34.31C, 33.81C, 29.81C
01/11/2024 02:18:00 32.75C, 32.69C, 33.38C, 34.31C, 33.81C, 29.81C
01/11/2024 02:18:02 32.69C, 32.69C, 33.38C, 34.31C, 33.81C, 29.81C
01/11/2024 02:18:05 32.69C, 32.69C, 33.38C, 34.31C, 33.81C, 29.81C
01/11/2024 02:18:07 32.69C, 32.69C, 33.38C, 34.31C, 33.81C, 29.81C
01/11/2024 02:18:10 32.69C, 32.69C, 33.38C, 34.31C, 33.81C, 29.81C
01/11/2024 02:18:12 32.69C, 32.69C, 33.38C, 34.31C, 33.81C, 29.81C
01/11/2024 02:18:14 32.69C, 32.69C, 33.38C, 34.31C, 33.81C, 29.75C
01/11/2024 02:18:17 32.69C, 32.63C, 33.44C, 34.38C, 33.81C, 29.75C
01/11/2024 02:18:19 32.69C, 32.69C, 33.50C, 34.38C, 33.75C, 29.81C
01/11/2024 02:18:22 32.69C, 32.63C, 33.44C, 34.31C, 33.81C, 29.81C
01/11/2024 02:18:24 32.69C, 32.63C, 33.50C, 34.38C, 33.81C, 29.81C
01/11/2024 02:18:26 32.63C, 32.63C, 33.44C, 34.38C, 33.81C, 29.81C
01/11/2024 02:18:29 32.69C, 32.63C, 33.50C, 34.38C, 33.81C, 29.81C
01/11/2024 02:18:31 32.69C, 32.63C, 33.50C, 34.38C, 33.81C, 29.81C
01/11/2024 02:18:34 32.69C, 32.63C, 33.50C, 34.38C, 33.81C, 29.81C
01/11/2024 02:18:36 32.69C, 32.56C, 33.44C, 34.38C, 33.81C, 29.81C
01/11/2024 02:18:39 32.69C, 32.63C, 33.50C, 34.38C, 33.81C, 29.81C
01/11/2024 02:18:41 32.69C, 32.63C, 33.50C, 34.38C, 33.81C, 29.81C
01/11/2024 02:18:43 32.75C, 32.63C, 33.50C, 34.38C, 33.88C, 29.81C
01/11/2024 02:18:46 32.69C, 32.63C, 33.50C, 34.38C, 33.81C, 29.81C
01/11/2024 02:18:48 32.69C, 32.63C, 33.50C, 34.38C, 33.81C, 29.81C
01/11/2024 02:18:51 32.63C, 32.63C, 33.44C, 34.38C, 33.88C, 29.81C
01/11/2024 02:18:53 32.69C, 32.63C, 33.50C, 34.38C, 33.81C, 29.81C
01/11/2024 02:18:56 32.69C, 32.63C, 33.50C, 34.38C, 33.88C, 29.81C
01/11/2024 02:18:58 32.69C, 32.63C, 33.50C, 34.38C, 33.81C, 29.81C
01/11/2024 02:19:00 32.69C, 32.63C, 33.50C, 34.38C, 33.81C, 29.81C
01/11/2024 02:19:03 32.69C, 32.63C, 33.50C, 34.31C, 33.88C, 29.81C
01/11/2024 02:19:05 32.63C, 32.63C, 33.50C, 34.38C, 33.88C, 29.81C
01/11/2024 02:19:08 32.63C, 32.63C, 33.50C, 34.31C, 33.88C, 29.81C
01/11/2024 02:19:10 32.69C, 32.63C, 33.50C, 34.38C, 33.88C, 29.81C
01/11/2024 02:19:13 32.63C, 32.69C, 33.56C, 34.38C, 33.88C, 29.81C
01/11/2024 02:19:15 32.63C, 32.69C, 33.50C, 34.38C, 33.88C, 29.81C
01/11/2024 02:19:17 32.63C, 32.69C, 33.56C, 34.38C, 33.88C, 29.81C
01/11/2024 02:19:20 32.63C, 32.69C, 33.50C, 34.31C, 33.94C, 29.88C
01/11/2024 02:19:22 32.69C, 32.69C, 33.50C, 34.31C, 33.94C, 29.81C
01/11/2024 02:19:25 32.63C, 32.69C, 33.56C, 34.38C, 33.94C, 29.81C
01/11/2024 02:19:27 32.63C, 32.69C, 33.50C, 34.38C, 33.88C, 29.81C
01/11/2024 02:19:29 32.63C, 32.75C, 33.50C, 34.38C, 33.94C, 29.88C
01/11/2024 02:19:32 32.63C, 32.69C, 33.50C, 34.38C, 33.88C, 29.88C
01/11/2024 02:19:34 32.63C, 32.75C, 33.50C, 34.38C, 33.88C, 29.88C
01/11/2024 02:19:37 32.63C, 32.69C, 33.50C, 34.38C, 33.88C, 29.88C
01/11/2024 02:19:39 32.63C, 32.75C, 33.50C, 34.38C, 33.94C, 29.81C
01/11/2024 02:19:42 32.63C, 32.75C, 33.50C, 34.38C, 33.88C, 29.81C
01/11/2024 02:19:44 32.63C, 32.75C, 33.50C, 34.38C, 33.94C, 29.88C
01/11/2024 02:19:46 32.63C, 32.75C, 33.50C, 34.38C, 33.94C, 29.81C
01/11/2024 02:19:49 32.56C, 32.75C, 33.50C, 34.38C, 33.94C, 29.81C
01/11/2024 02:19:51 32.63C, 32.75C, 33.50C, 34.38C, 33.94C, 29.81C
01/11/2024 02:19:54 32.63C, 32.69C, 33.50C, 34.38C, 33.94C, 29.81C
01/11/2024 02:19:56 32.63C, 32.69C, 33.50C, 34.44C, 33.94C, 29.81C
01/11/2024 02:19:59 32.63C, 32.69C, 33.50C, 34.44C, 33.94C, 29.81C
01/11/2024 02:20:01 32.63C, 32.75C, 33.50C, 34.44C, 33.94C, 29.81C
01/11/2024 02:20:03 32.63C, 32.69C, 33.50C, 34.50C, 33.94C, 29.81C
01/11/2024 02:20:06 32.63C, 32.69C, 33.50C, 34.50C, 33.94C, 29.81C
01/11/2024 02:20:08 32.63C, 32.69C, 33.50C, 34.50C, 33.94C, 29.81C
01/11/2024 02:20:11 32.63C, 32.69C, 33.50C, 34.50C, 33.94C, 29.81C
01/11/2024 02:20:13 32.69C, 32.69C, 33.56C, 34.50C, 34.00C, 29.81C
01/11/2024 02:20:15 32.63C, 32.69C, 33.50C, 34.50C, 33.94C, 29.81C
01/11/2024 02:20:18 32.63C, 32.69C, 33.50C, 34.50C, 33.94C, 29.81C
01/11/2024 02:20:20 32.63C, 32.69C, 33.56C, 34.50C, 34.00C, 29.81C
01/11/2024 02:20:23 32.69C, 32.69C, 33.56C, 34.50C, 33.94C, 29.81C
01/11/2024 02:20:25 32.63C, 32.69C, 33.56C, 34.56C, 34.00C, 29.81C
01/11/2024 02:20:28 32.63C, 32.69C, 33.56C, 34.56C, 33.94C, 29.81C
01/11/2024 02:20:30 32.69C, 32.69C, 33.56C, 34.50C, 34.00C, 29.81C
01/11/2024 02:20:32 32.69C, 32.69C, 33.56C, 34.50C, 33.94C, 29.81C
01/11/2024 02:20:35 32.63C, 32.69C, 33.56C, 34.50C, 34.00C, 29.81C
01/11/2024 02:20:37 32.69C, 32.69C, 33.56C, 34.50C, 34.00C, 29.88C
01/11/2024 02:20:40 32.69C, 32.69C, 33.63C, 34.50C, 33.94C, 29.88C
01/11/2024 02:20:42 32.63C, 32.75C, 33.56C, 34.50C, 34.00C, 29.88C
01/11/2024 02:20:45 32.63C, 32.75C, 33.56C, 34.50C, 33.94C, 29.88C
01/11/2024 02:20:47 32.69C, 32.75C, 33.63C, 34.50C, 34.00C, 29.88C
01/11/2024 02:20:49 32.63C, 32.75C, 33.56C, 34.50C, 33.94C, 29.88C
01/11/2024 02:20:52 32.63C, 32.75C, 33.63C, 34.50C, 33.94C, 29.88C
01/11/2024 02:20:54 32.63C, 32.75C, 33.63C, 34.50C, 33.94C, 29.88C
01/11/2024 02:20:57 32.63C, 32.75C, 33.63C, 34.50C, 33.94C, 29.94C
01/11/2024 02:20:59 32.63C, 32.75C, 33.56C, 34.44C, 33.94C, 29.94C
01/11/2024 02:21:01 32.63C, 32.75C, 33.56C, 34.50C, 33.94C, 29.94C
01/11/2024 02:21:04 32.63C, 32.81C, 33.56C, 34.50C, 33.94C, 29.94C
01/11/2024 02:21:06 32.63C, 32.81C, 33.63C, 34.50C, 33.94C, 29.94C
01/11/2024 02:21:09 32.63C, 32.75C, 33.56C, 34.50C, 33.94C, 29.94C
01/11/2024 02:21:11 32.63C, 32.81C, 33.56C, 34.44C, 33.94C, 29.94C
01/11/2024 02:21:14 32.63C, 32.81C, 33.56C, 34.44C, 33.94C, 29.88C
01/11/2024 02:21:16 32.56C, 32.81C, 33.56C, 34.44C, 33.94C, 29.94C
01/11/2024 02:21:18 32.63C, 32.81C, 33.56C, 34.44C, 33.94C, 29.88C
01/11/2024 02:21:21 32.56C, 32.81C, 33.56C, 34.44C, 33.94C, 29.94C
01/11/2024 02:21:23 32.56C, 32.81C, 33.56C, 34.44C, 33.94C, 29.94C
01/11/2024 02:21:26 32.56C, 32.81C, 33.56C, 34.44C, 33.94C, 29.88C
01/11/2024 02:21:28 32.56C, 32.81C, 33.56C, 34.44C, 34.00C, 29.88C
01/11/2024 02:21:31 32.50C, 32.81C, 33.56C, 34.44C, 33.94C, 29.88C
01/11/2024 02:21:33 32.50C, 32.81C, 33.56C, 34.44C, 33.94C, 29.88C
01/11/2024 02:21:35 32.50C, 32.88C, 33.56C, 34.44C, 33.94C, 29.88C
01/11/2024 02:21:38 32.50C, 32.81C, 33.56C, 34.44C, 34.00C, 29.88C
01/11/2024 02:21:40 32.50C, 32.81C, 33.63C, 34.44C, 33.94C, 29.88C
01/11/2024 02:21:43 32.50C, 32.88C, 33.56C, 34.44C, 34.00C, 29.88C
01/11/2024 02:21:45 32.56C, 32.88C, 33.56C, 34.38C, 34.00C, 29.88C
01/11/2024 02:21:48 32.56C, 32.88C, 33.56C, 34.38C, 34.00C, 29.88C
01/11/2024 02:21:50 32.56C, 32.88C, 33.63C, 34.38C, 34.00C, 29.88C
01/11/2024 02:21:52 32.56C, 32.88C, 33.56C, 34.38C, 34.00C, 29.88C
01/11/2024 02:21:55 32.56C, 32.88C, 33.56C, 34.38C, 34.00C, 29.94C
01/11/2024 02:21:57 32.56C, 32.88C, 33.56C, 34.38C, 34.00C, 29.94C
01/11/2024 02:22:00 32.56C, 32.88C, 33.63C, 34.38C, 34.00C, 29.94C
