01/11/2024 19:19:54 25.75C, 26.06C, 25.19C, 26.94C, 25.94C, 26.13C
01/11/2024 19:31:36 34.56C, 32.56C, 33.00C, 33.25C, 36.19C, 33.75C
01/11/2024 19:31:39 34.56C, 32.56C, 33.00C, 33.19C, 36.19C, 33.75C
01/11/2024 19:31:41 34.56C, 32.56C, 33.00C, 33.25C, 36.19C, 33.75C
01/11/2024 19:31:44 34.56C, 32.56C, 33.00C, 33.25C, 36.19C, 33.75C
01/11/2024 19:31:46 34.56C, 32.56C, 33.00C, 33.25C, 36.19C, 33.75C
01/11/2024 19:31:48 34.63C, 32.56C, 33.00C, 33.25C, 36.25C, 33.75C
01/11/2024 19:31:51 34.63C, 32.56C, 33.00C, 33.25C, 36.19C, 33.75C
01/11/2024 19:31:53 34.56C, 32.56C, 33.00C, 33.25C, 36.25C, 33.75C
01/11/2024 19:31:56 34.56C, 32.56C, 33.00C, 33.25C, 36.25C, 33.75C
01/11/2024 19:31:58 34.63C, 32.56C, 33.00C, 33.25C, 36.25C, 33.75C
01/11/2024 19:32:01 34.63C, 32.56C, 33.00C, 33.25C, 36.25C, 33.75C
01/11/2024 19:32:03 34.63C, 32.56C, 33.00C, 33.25C, 36.31C, 33.75C
01/11/2024 19:32:05 34.63C, 32.56C, 33.00C, 33.25C, 36.31C, 33.75C
01/11/2024 19:32:08 34.63C, 32.56C, 33.00C, 33.31C, 36.31C, 33.75C
01/11/2024 19:32:10 34.63C, 32.56C, 33.00C, 33.25C, 36.31C, 33.75C
01/11/2024 19:32:13 34.63C, 32.56C, 33.00C, 33.25C, 36.31C, 33.81C
01/11/2024 19:32:15 34.63C, 32.56C, 33.00C, 33.31C, 36.31C, 33.75C
01/11/2024 19:32:17 34.63C, 32.56C, 33.06C, 33.31C, 36.31C, 33.75C
01/11/2024 19:32:20 34.63C, 32.56C, 33.06C, 33.31C, 36.38C, 33.75C
01/11/2024 19:32:22 34.69C, 32.63C, 33.06C, 33.25C, 36.38C, 33.81C
01/11/2024 19:32:25 34.69C, 32.63C, 33.06C, 33.25C, 36.44C, 33.81C
01/11/2024 19:32:27 34.69C, 32.56C, 33.06C, 33.31C, 36.38C, 33.81C
01/11/2024 19:32:30 34.69C, 32.63C, 33.06C, 33.31C, 36.38C, 33.81C
01/11/2024 19:32:32 34.69C, 32.63C, 33.06C, 33.31C, 36.44C, 33.81C
01/11/2024 19:32:34 34.69C, 32.63C, 33.06C, 33.31C, 36.38C, 33.81C
01/11/2024 19:32:37 34.69C, 32.63C, 33.13C, 33.31C, 36.44C, 33.81C
01/11/2024 19:32:39 34.69C, 32.69C, 33.13C, 33.31C, 36.38C, 33.88C
01/11/2024 19:32:42 34.75C, 32.69C, 33.13C, 33.31C, 36.44C, 33.81C
01/11/2024 19:32:44 34.69C, 32.69C, 33.13C, 33.31C, 36.44C, 33.88C
01/11/2024 19:32:47 34.75C, 32.69C, 33.13C, 33.31C, 36.44C, 33.88C
01/11/2024 19:32:49 34.75C, 32.69C, 33.13C, 33.31C, 36.44C, 33.88C
01/11/2024 19:32:51 34.75C, 32.69C, 33.13C, 33.31C, 36.44C, 33.88C
01/11/2024 19:32:54 34.75C, 32.69C, 33.13C, 33.31C, 36.44C, 33.88C
01/11/2024 19:32:56 34.75C, 32.69C, 33.13C, 33.31C, 36.38C, 33.88C
01/11/2024 19:32:59 34.75C, 32.69C, 33.13C, 33.31C, 36.44C, 33.88C
01/11/2024 19:33:01 34.75C, 32.75C, 33.13C, 33.31C, 36.44C, 33.88C
01/11/2024 19:33:03 34.81C, 32.69C, 33.13C, 33.31C, 36.44C, 33.88C
01/11/2024 19:33:06 34.75C, 32.69C, 33.13C, 33.31C, 36.44C, 33.88C
01/11/2024 19:33:08 34.81C, 32.75C, 33.13C, 33.31C, 36.50C, 33.88C
01/11/2024 19:33:11 34.81C, 32.75C, 33.13C, 33.31C, 36.44C, 33.88C
01/11/2024 19:33:13 34.81C, 32.75C, 33.13C, 33.31C, 36.50C, 33.88C
01/11/2024 19:33:16 34.81C, 32.75C, 33.13C, 33.31C, 36.50C, 33.88C
01/11/2024 19:33:18 34.81C, 32.75C, 33.13C, 33.31C, 36.50C, 33.94C
01/11/2024 19:33:20 34.81C, 32.75C, 33.13C, 33.31C, 36.50C, 33.88C
01/11/2024 19:33:23 34.81C, 32.75C, 33.13C, 33.38C, 36.50C, 33.94C
01/11/2024 19:33:25 34.81C, 32.75C, 33.19C, 33.38C, 36.50C, 33.94C
01/11/2024 19:33:28 34.88C, 32.75C, 33.19C, 33.38C, 36.50C, 33.94C
01/11/2024 19:33:30 34.88C, 32.75C, 33.19C, 33.38C, 36.56C, 33.94C
01/11/2024 19:33:32 34.88C, 32.75C, 33.19C, 33.38C, 36.56C, 33.94C
01/11/2024 19:33:35 34.81C, 32.75C, 33.19C, 33.38C, 36.56C, 33.94C
01/11/2024 19:33:37 34.88C, 32.75C, 33.19C, 33.38C, 36.63C, 33.94C
01/11/2024 19:33:40 34.88C, 32.75C, 33.19C, 33.44C, 36.56C, 33.94C
01/11/2024 19:33:42 34.88C, 32.75C, 33.19C, 33.38C, 36.63C, 33.94C
01/11/2024 19:33:45 34.88C, 32.75C, 33.19C, 33.44C, 36.63C, 33.94C
01/11/2024 19:33:47 34.88C, 32.75C, 33.19C, 33.44C, 36.69C, 33.94C
01/11/2024 19:33:49 34.81C, 32.75C, 33.19C, 33.44C, 36.69C, 33.94C
01/11/2024 19:33:52 34.88C, 32.75C, 33.19C, 33.44C, 36.69C, 33.94C
01/11/2024 19:33:54 34.88C, 32.75C, 33.19C, 33.44C, 36.69C, 33.94C
01/11/2024 19:33:57 34.88C, 32.75C, 33.13C, 33.44C, 36.75C, 33.94C
01/11/2024 19:33:59 34.88C, 32.75C, 33.13C, 33.44C, 36.75C, 34.00C
01/11/2024 19:34:02 34.88C, 32.75C, 33.13C, 33.44C, 36.69C, 33.94C
01/11/2024 19:34:04 34.88C, 32.81C, 33.13C, 33.44C, 36.69C, 33.94C
01/11/2024 19:34:06 34.81C, 32.81C, 33.13C, 33.44C, 36.75C, 34.00C
01/11/2024 19:34:09 34.88C, 32.81C, 33.13C, 33.44C, 36.75C, 34.00C
01/11/2024 19:34:11 34.88C, 32.81C, 33.13C, 33.44C, 36.75C, 34.00C
01/11/2024 19:34:14 34.88C, 32.81C, 33.13C, 33.50C, 36.75C, 34.00C
01/11/2024 19:34:16 34.88C, 32.81C, 33.13C, 33.44C, 36.75C, 34.00C
01/11/2024 19:34:18 34.88C, 32.81C, 33.13C, 33.50C, 36.75C, 34.00C
01/11/2024 19:34:21 34.81C, 32.81C, 33.13C, 33.50C, 36.75C, 34.00C
01/11/2024 19:34:23 34.88C, 32.81C, 33.13C, 33.50C, 36.75C, 34.00C
01/11/2024 19:34:26 34.81C, 32.88C, 33.13C, 33.50C, 36.81C, 34.00C
01/11/2024 19:34:28 34.88C, 32.88C, 33.13C, 33.50C, 36.81C, 34.00C
01/11/2024 19:34:31 34.88C, 32.88C, 33.19C, 33.50C, 36.81C, 34.00C
01/11/2024 19:34:33 34.88C, 32.88C, 33.19C, 33.50C, 36.81C, 34.06C
01/11/2024 19:34:35 34.88C, 32.94C, 33.13C, 33.50C, 36.81C, 34.06C
01/11/2024 19:34:38 34.81C, 32.94C, 33.13C, 33.50C, 36.81C, 34.06C
01/11/2024 19:34:40 34.88C, 32.88C, 33.19C, 33.50C, 36.81C, 34.00C
01/11/2024 19:34:43 34.88C, 32.94C, 33.19C, 33.50C, 36.81C, 34.00C
01/11/2024 19:34:45 34.88C, 32.88C, 33.19C, 33.50C, 36.81C, 34.06C
01/11/2024 19:34:48 34.88C, 32.88C, 33.19C, 33.50C, 36.75C, 34.06C
01/11/2024 19:34:50 34.88C, 32.94C, 33.19C, 33.50C, 36.75C, 34.00C
01/11/2024 19:34:52 34.88C, 32.88C, 33.19C, 33.50C, 36.75C, 34.00C
01/11/2024 19:34:55 34.88C, 32.94C, 33.19C, 33.50C, 36.75C, 34.00C
01/11/2024 19:34:57 34.88C, 32.88C, 33.19C, 33.50C, 36.75C, 34.00C
01/11/2024 19:35:00 34.88C, 32.88C, 33.19C, 33.50C, 36.75C, 34.00C
01/11/2024 19:35:02 34.88C, 32.88C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:35:04 34.88C, 32.94C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:35:07 34.88C, 32.88C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:35:09 34.88C, 32.94C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:35:12 34.88C, 32.88C, 33.19C, 33.56C, 36.69C, 34.00C
01/11/2024 19:35:14 34.88C, 32.88C, 33.19C, 33.50C, 36.75C, 34.00C
01/11/2024 19:35:17 34.88C, 32.88C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:35:19 34.88C, 32.88C, 33.19C, 33.50C, 36.69C, 34.00C
01/11/2024 19:35:21 34.88C, 32.88C, 33.13C, 33.56C, 36.75C, 34.00C
01/11/2024 19:35:24 34.88C, 32.88C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:35:26 34.88C, 32.88C, 33.13C, 33.56C, 36.69C, 33.94C
01/11/2024 19:35:29 34.88C, 32.88C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:35:31 34.88C, 32.88C, 33.13C, 33.56C, 36.75C, 34.00C
01/11/2024 19:35:33 34.88C, 32.88C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:35:36 34.94C, 32.88C, 33.13C, 33.56C, 36.75C, 33.94C
01/11/2024 19:35:38 34.94C, 32.81C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:35:41 34.88C, 32.81C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:35:43 34.88C, 32.88C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:35:46 34.94C, 32.88C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:35:48 34.94C, 32.88C, 33.13C, 33.56C, 36.81C, 33.94C
01/11/2024 19:35:50 34.94C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:35:53 34.94C, 32.88C, 33.13C, 33.56C, 36.81C, 33.94C
01/11/2024 19:35:55 34.94C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:35:58 34.94C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:00 34.88C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:03 34.88C, 32.81C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:05 34.88C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:07 34.88C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:10 34.88C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:12 34.88C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:15 34.88C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:17 34.88C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:19 34.88C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:22 34.94C, 32.88C, 33.19C, 33.63C, 36.81C, 34.00C
01/11/2024 19:36:24 34.88C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:27 34.94C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:29 34.94C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:32 34.94C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:34 34.94C, 32.88C, 33.13C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:36 34.94C, 32.94C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:36:39 34.94C, 32.88C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:36:41 34.94C, 32.88C, 33.19C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:44 34.94C, 32.88C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:36:46 34.94C, 32.88C, 33.19C, 33.56C, 36.75C, 34.00C
01/11/2024 19:36:48 34.94C, 32.88C, 33.19C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:51 34.94C, 32.94C, 33.19C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:53 34.94C, 32.94C, 33.19C, 33.63C, 36.81C, 34.00C
01/11/2024 19:36:56 34.94C, 32.94C, 33.25C, 33.56C, 36.81C, 34.00C
01/11/2024 19:36:58 34.94C, 32.94C, 33.25C, 33.56C, 36.88C, 34.00C
01/11/2024 19:37:01 34.94C, 32.94C, 33.19C, 33.56C, 36.88C, 34.00C
01/11/2024 19:37:03 34.94C, 32.94C, 33.25C, 33.63C, 36.88C, 34.00C
01/11/2024 19:37:05 34.94C, 32.94C, 33.25C, 33.63C, 36.88C, 34.00C
01/11/2024 19:37:08 34.94C, 32.94C, 33.19C, 33.63C, 36.88C, 34.06C
01/11/2024 19:37:10 34.88C, 32.94C, 33.19C, 33.63C, 36.88C, 34.00C
01/11/2024 19:37:13 34.94C, 32.94C, 33.25C, 33.63C, 36.88C, 34.00C
01/11/2024 19:37:15 34.94C, 32.94C, 33.19C, 33.63C, 36.94C, 34.06C
01/11/2024 19:37:18 34.94C, 32.94C, 33.25C, 33.56C, 36.94C, 34.06C
01/11/2024 19:37:20 34.94C, 33.00C, 33.19C, 33.63C, 36.94C, 34.06C
01/11/2024 19:37:22 34.94C, 33.00C, 33.19C, 33.63C, 36.94C, 34.06C
01/11/2024 19:37:25 34.94C, 32.94C, 33.25C, 33.63C, 36.94C, 34.06C
01/11/2024 19:37:27 34.94C, 32.94C, 33.19C, 33.63C, 36.94C, 34.06C
01/11/2024 19:37:30 34.94C, 32.94C, 33.19C, 33.63C, 36.94C, 34.06C
01/11/2024 19:37:32 34.94C, 33.00C, 33.25C, 33.63C, 36.94C, 34.06C
01/11/2024 19:37:34 34.94C, 33.00C, 33.25C, 33.69C, 37.00C, 34.06C
01/11/2024 19:37:37 34.94C, 33.00C, 33.25C, 33.63C, 37.00C, 34.06C
01/11/2024 19:37:39 34.94C, 33.00C, 33.25C, 33.63C, 36.94C, 34.06C
01/11/2024 19:37:42 34.94C, 33.00C, 33.19C, 33.69C, 37.00C, 34.06C
01/11/2024 19:37:44 34.94C, 33.00C, 33.25C, 33.63C, 37.00C, 34.06C
01/11/2024 19:37:47 35.00C, 33.00C, 33.19C, 33.63C, 37.00C, 34.06C
01/11/2024 19:37:49 34.94C, 33.00C, 33.25C, 33.69C, 37.00C, 34.06C
01/11/2024 19:37:51 34.94C, 32.94C, 33.19C, 33.63C, 37.00C, 34.06C
01/11/2024 19:37:54 34.94C, 33.00C, 33.19C, 33.69C, 37.00C, 34.06C
01/11/2024 19:37:56 34.94C, 33.00C, 33.19C, 33.69C, 37.00C, 34.13C
01/11/2024 19:37:59 35.00C, 33.00C, 33.19C, 33.69C, 37.06C, 34.06C
01/11/2024 19:38:01 34.94C, 33.00C, 33.19C, 33.69C, 37.00C, 34.13C
01/11/2024 19:38:04 34.94C, 32.94C, 33.19C, 33.69C, 37.06C, 34.13C
01/11/2024 19:38:06 34.94C, 33.00C, 33.19C, 33.69C, 37.00C, 34.06C
01/11/2024 19:38:08 35.00C, 33.00C, 33.19C, 33.69C, 37.06C, 34.13C
01/11/2024 19:38:11 35.00C, 33.00C, 33.25C, 33.69C, 37.06C, 34.06C
01/11/2024 19:38:13 35.00C, 33.00C, 33.25C, 33.69C, 37.06C, 34.13C
01/11/2024 19:38:16 35.00C, 33.00C, 33.19C, 33.69C, 37.06C, 34.13C
01/11/2024 19:38:18 35.00C, 33.00C, 33.25C, 33.69C, 37.00C, 34.13C
01/11/2024 19:38:20 35.00C, 33.00C, 33.19C, 33.69C, 37.00C, 34.13C
01/11/2024 19:38:23 35.00C, 33.00C, 33.25C, 33.69C, 37.00C, 34.13C
01/11/2024 19:38:25 35.00C, 33.00C, 33.25C, 33.69C, 37.00C, 34.13C
01/11/2024 19:38:28 35.00C, 33.00C, 33.25C, 33.75C, 37.00C, 34.13C
01/11/2024 19:38:30 35.06C, 33.00C, 33.25C, 33.69C, 37.00C, 34.13C
01/11/2024 19:38:33 35.00C, 33.00C, 33.25C, 33.75C, 37.00C, 34.13C
01/11/2024 19:38:35 35.00C, 33.00C, 33.25C, 33.75C, 37.00C, 34.13C
01/11/2024 19:38:37 35.00C, 33.00C, 33.25C, 33.75C, 37.00C, 34.13C
01/11/2024 19:38:40 35.00C, 33.00C, 33.25C, 33.75C, 37.00C, 34.13C
01/11/2024 19:38:42 35.00C, 33.00C, 33.25C, 33.75C, 37.00C, 34.13C
01/11/2024 19:38:45 35.00C, 33.06C, 33.25C, 33.75C, 36.94C, 34.13C
01/11/2024 19:38:47 35.00C, 33.06C, 33.25C, 33.75C, 36.94C, 34.06C
01/11/2024 19:38:50 35.00C, 33.06C, 33.25C, 33.75C, 36.94C, 34.13C
01/11/2024 19:38:52 35.00C, 33.06C, 33.25C, 33.75C, 36.94C, 34.06C
01/11/2024 19:38:54 35.00C, 33.06C, 33.25C, 33.75C, 36.94C, 34.06C
01/11/2024 19:38:57 35.00C, 33.06C, 33.25C, 33.75C, 36.94C, 34.06C
01/11/2024 19:38:59 35.06C, 33.06C, 33.25C, 33.75C, 36.94C, 34.06C
01/11/2024 19:39:02 35.00C, 33.06C, 33.25C, 33.75C, 36.94C, 34.06C
01/11/2024 19:39:04 35.06C, 33.06C, 33.25C, 33.75C, 36.94C, 34.06C
01/11/2024 19:39:06 35.00C, 33.06C, 33.25C, 33.75C, 36.94C, 34.06C
01/11/2024 19:39:09 35.06C, 33.06C, 33.25C, 33.75C, 36.88C, 34.06C
01/11/2024 19:39:11 35.06C, 33.06C, 33.25C, 33.75C, 36.94C, 34.06C
01/11/2024 19:39:14 35.00C, 33.06C, 33.25C, 33.75C, 36.88C, 34.06C
01/11/2024 19:39:16 35.06C, 33.06C, 33.31C, 33.75C, 36.94C, 34.06C
01/11/2024 19:39:19 35.06C, 33.06C, 33.25C, 33.75C, 36.88C, 34.06C
01/11/2024 19:39:21 35.00C, 33.06C, 33.25C, 33.75C, 36.88C, 34.06C
01/11/2024 19:39:23 35.00C, 33.06C, 33.31C, 33.75C, 36.88C, 34.06C
01/11/2024 19:39:26 35.00C, 33.06C, 33.31C, 33.75C, 36.88C, 34.06C
01/11/2024 19:39:28 35.00C, 33.00C, 33.31C, 33.75C, 36.88C, 34.00C
01/11/2024 19:39:31 35.00C, 33.06C, 33.31C, 33.75C, 36.88C, 34.00C
01/11/2024 19:39:33 35.00C, 33.06C, 33.31C, 33.75C, 36.88C, 34.00C
01/11/2024 19:39:36 35.00C, 33.06C, 33.31C, 33.75C, 36.88C, 34.00C
01/11/2024 19:39:38 35.00C, 33.06C, 33.31C, 33.75C, 36.88C, 34.00C
01/11/2024 19:39:40 35.00C, 33.06C, 33.31C, 33.75C, 36.88C, 34.00C
01/11/2024 19:39:43 35.00C, 33.06C, 33.31C, 33.75C, 36.88C, 34.00C
01/11/2024 19:39:45 35.00C, 33.06C, 33.38C, 33.75C, 36.88C, 34.00C
01/11/2024 19:39:48 35.00C, 33.06C, 33.38C, 33.75C, 36.88C, 34.06C
01/11/2024 19:39:50 35.00C, 33.06C, 33.38C, 33.75C, 36.88C, 34.06C
01/11/2024 19:39:52 35.00C, 33.06C, 33.38C, 33.81C, 36.81C, 34.06C
01/11/2024 19:39:55 35.00C, 33.06C, 33.38C, 33.81C, 36.88C, 34.00C
01/11/2024 19:39:57 35.00C, 33.06C, 33.38C, 33.81C, 36.81C, 34.06C
01/11/2024 19:40:00 35.00C, 33.06C, 33.38C, 33.81C, 36.81C, 34.06C
01/11/2024 19:40:02 35.00C, 33.00C, 33.38C, 33.81C, 36.81C, 34.00C
01/11/2024 19:40:05 35.00C, 33.06C, 33.38C, 33.81C, 36.81C, 34.06C
01/11/2024 19:40:07 35.00C, 33.06C, 33.38C, 33.81C, 36.81C, 34.00C
01/11/2024 19:40:09 35.00C, 33.06C, 33.38C, 33.81C, 36.81C, 34.00C
01/11/2024 19:40:12 34.94C, 33.06C, 33.38C, 33.81C, 36.81C, 34.00C
01/11/2024 19:40:14 35.00C, 33.06C, 33.31C, 33.81C, 36.81C, 34.00C
01/11/2024 19:40:17 35.00C, 33.06C, 33.38C, 33.81C, 36.81C, 34.06C
01/11/2024 19:40:19 35.00C, 33.06C, 33.38C, 33.81C, 36.81C, 34.06C
01/11/2024 19:40:22 35.00C, 33.06C, 33.31C, 33.81C, 36.81C, 34.06C
01/11/2024 19:40:24 34.94C, 33.06C, 33.31C, 33.81C, 36.81C, 34.06C
01/11/2024 19:40:26 34.94C, 33.06C, 33.31C, 33.81C, 36.88C, 34.06C
01/11/2024 19:40:29 34.94C, 33.06C, 33.31C, 33.81C, 36.88C, 34.06C
01/11/2024 19:40:31 34.94C, 33.13C, 33.31C, 33.81C, 36.81C, 34.06C
01/11/2024 19:40:34 35.00C, 33.13C, 33.38C, 33.88C, 36.81C, 34.06C
01/11/2024 19:40:36 34.94C, 33.13C, 33.31C, 33.81C, 36.88C, 34.06C
01/11/2024 19:40:38 35.00C, 33.13C, 33.31C, 33.81C, 36.81C, 34.06C
01/11/2024 19:40:41 34.94C, 33.13C, 33.31C, 33.81C, 36.81C, 34.13C
01/11/2024 19:40:43 34.94C, 33.13C, 33.31C, 33.81C, 36.88C, 34.13C
01/11/2024 19:40:46 34.94C, 33.13C, 33.31C, 33.81C, 36.88C, 34.13C
01/11/2024 19:40:48 35.00C, 33.13C, 33.31C, 33.81C, 36.81C, 34.13C
01/11/2024 19:40:51 34.94C, 33.13C, 33.31C, 33.81C, 36.88C, 34.13C
01/11/2024 19:40:53 34.94C, 33.13C, 33.31C, 33.81C, 36.88C, 34.13C
01/11/2024 19:40:55 35.00C, 33.19C, 33.38C, 33.88C, 36.81C, 34.13C
01/11/2024 19:40:58 34.94C, 33.19C, 33.38C, 33.88C, 36.88C, 34.13C
01/11/2024 19:41:00 35.00C, 33.13C, 33.38C, 33.81C, 36.88C, 34.13C
01/11/2024 19:41:03 34.94C, 33.19C, 33.31C, 33.81C, 36.88C, 34.13C
01/11/2024 19:41:05 34.94C, 33.19C, 33.38C, 33.81C, 36.88C, 34.13C
01/11/2024 19:41:08 34.94C, 33.19C, 33.38C, 33.81C, 36.88C, 34.13C
01/11/2024 19:41:10 34.94C, 33.19C, 33.38C, 33.88C, 36.88C, 34.13C
01/11/2024 19:41:12 35.00C, 33.19C, 33.38C, 33.88C, 36.88C, 34.19C
01/11/2024 19:41:15 34.94C, 33.19C, 33.38C, 33.81C, 36.88C, 34.13C
01/11/2024 19:41:17 35.00C, 33.19C, 33.38C, 33.88C, 36.88C, 34.13C
01/11/2024 19:41:20 35.00C, 33.19C, 33.38C, 33.88C, 36.88C, 34.19C
01/11/2024 19:41:22 34.94C, 33.19C, 33.38C, 33.88C, 36.88C, 34.19C
01/11/2024 19:41:24 34.94C, 33.19C, 33.38C, 33.88C, 36.88C, 34.19C
01/11/2024 19:41:27 34.94C, 33.19C, 33.38C, 33.81C, 36.88C, 34.19C
01/11/2024 19:41:29 35.00C, 33.19C, 33.38C, 33.88C, 36.88C, 34.19C
01/11/2024 19:41:32 35.00C, 33.19C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:41:34 35.00C, 33.19C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:41:37 35.00C, 33.19C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:41:39 35.00C, 33.19C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:41:41 35.00C, 33.25C, 33.38C, 33.88C, 36.94C, 34.19C
01/11/2024 19:41:44 35.00C, 33.19C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:41:46 35.00C, 33.25C, 33.44C, 33.88C, 36.94C, 34.19C
01/11/2024 19:41:49 35.00C, 33.25C, 33.44C, 33.88C, 36.94C, 34.19C
01/11/2024 19:41:51 35.06C, 33.25C, 33.44C, 33.88C, 36.94C, 34.25C
01/11/2024 19:41:54 35.00C, 33.19C, 33.44C, 33.88C, 36.94C, 34.25C
01/11/2024 19:41:56 35.06C, 33.25C, 33.44C, 33.88C, 36.94C, 34.25C
01/11/2024 19:41:58 35.00C, 33.25C, 33.44C, 33.88C, 36.94C, 34.25C
01/11/2024 19:42:01 35.00C, 33.25C, 33.44C, 33.88C, 36.94C, 34.19C
01/11/2024 19:42:03 35.00C, 33.25C, 33.44C, 33.88C, 36.94C, 34.25C
01/11/2024 19:42:06 35.00C, 33.19C, 33.44C, 33.88C, 36.94C, 34.25C
01/11/2024 19:42:08 35.00C, 33.25C, 33.44C, 33.88C, 36.94C, 34.25C
01/11/2024 19:42:11 35.00C, 33.25C, 33.44C, 33.88C, 37.00C, 34.19C
01/11/2024 19:42:13 35.00C, 33.25C, 33.44C, 33.88C, 37.00C, 34.25C
01/11/2024 19:42:15 35.00C, 33.25C, 33.44C, 33.88C, 36.94C, 34.19C
01/11/2024 19:42:18 35.06C, 33.25C, 33.44C, 33.88C, 36.94C, 34.25C
01/11/2024 19:42:20 35.00C, 33.19C, 33.44C, 33.88C, 36.94C, 34.25C
01/11/2024 19:42:23 35.00C, 33.19C, 33.44C, 33.88C, 36.94C, 34.19C
01/11/2024 19:42:25 35.06C, 33.19C, 33.44C, 33.88C, 36.94C, 34.19C
01/11/2024 19:42:27 35.06C, 33.25C, 33.44C, 33.88C, 36.94C, 34.19C
01/11/2024 19:42:30 35.06C, 33.19C, 33.50C, 33.88C, 36.94C, 34.19C
01/11/2024 19:42:32 35.06C, 33.19C, 33.50C, 33.81C, 36.94C, 34.19C
01/11/2024 19:42:35 35.06C, 33.25C, 33.44C, 33.88C, 36.94C, 34.19C
01/11/2024 19:42:37 35.06C, 33.19C, 33.50C, 33.88C, 36.94C, 34.19C
01/11/2024 19:42:40 35.06C, 33.25C, 33.44C, 33.88C, 36.94C, 34.19C
01/11/2024 19:42:42 35.06C, 33.19C, 33.44C, 33.88C, 36.94C, 34.19C
01/11/2024 19:42:44 35.06C, 33.19C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:42:47 35.06C, 33.19C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:42:49 35.06C, 33.19C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:42:52 35.06C, 33.19C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:42:54 35.13C, 33.25C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:42:57 35.13C, 33.25C, 33.50C, 33.88C, 36.88C, 34.19C
01/11/2024 19:42:59 35.06C, 33.19C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:01 35.13C, 33.25C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:04 35.13C, 33.19C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:06 35.13C, 33.25C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:09 35.13C, 33.19C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:11 35.13C, 33.25C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:13 35.13C, 33.25C, 33.44C, 33.88C, 36.81C, 34.19C
01/11/2024 19:43:16 35.13C, 33.19C, 33.44C, 33.88C, 36.88C, 34.19C
